Project ID,Project Name,Branch,Region,Start Date,Status,Issue Title,Severity,Description,Implication,Cost Impact,Management Comments 1,Management Comments 2,Recommendation,Branch Manager,Operations Manager,Supervisor
127307,Eldoret,N/A,N/A,2025-02-11,active,Debtors,medium,"Outstanding debts were analysed as at 16 February 2025 to check the magnitude  It was observed that total outstanding debt was Ksh 967,459.72 as illustrated in Appendix 2 below;

Customer Name
Opening Balance
Sales
Security
Total
Amount Received
Closing Balance
Remarks


Caroline Jerotich
9,165.00
0.00
0.00
9,165.00
9,100.00
65.00
Follow up will be done


Kenneth Kiprop
(7.00)
12,830.00
235.00
13,058.00
0.00
13,058.00
Current sales


Remmy Kipkemboi
(155.00)
12,570.00
230.00
12,645.00
0.00
12,645.00
Current sales


Sally Jeptanui
570.00
51,544.00
945.00
53,059.00
52,600.00
459.00
Follow up will be done


Sochoi A.I.C Secondary School-Girls
67,021.00
0.00
0.00
67,021.00
0.00
67,021.00
Pay using Cheque


Sochoi Secondary School
120,471.00
0.00
0.00
120,471.00
0.00
120,471.00
Pay using Cheque


St. Peter's Academy Chemamul
47,575.00
3,025.00
0.00
50,600.00
0.00
50,600.00
Pay using Cheque


Stephen Kurgat
12,800.00
0.00
0.00
12,800.00
0.00
12,800.00
Follow up- from security deposit


Apostolic Carmel Secondary School
16,115.00
3,520.00
0.00
19,635.00
0.00
19,635.00
Pay using Cheque


Carmel Catholic Primary School- Eldoret
17,325.00
0.00
0.00
17,325.00
0.00
17,325.00
Pay using Cheque


Edwin Khalwale
11,490.00
0.00
0.00
11,490.00
0.00
11,490.00
Follow up-No supply


Job Simiyu Were
20,958.00
0.00
0.00
20,958.00
0.00
20,958.00
Supplied on security


Robman Investments
(12.10)
2,393.30
0.00
2,381.20
0.00
2,381.20
Current Sales


Desmond Kipchumba
(69.00)
41,385.00
757.00
42,073.00
22,000.00
20,073.00
Current Sales


Dickson Kimutai
17,080.00
0.00
0.00
17,080.00
14,000.00
3,080.00
Follow up will be done


Judith Jebichy
117.00
0.00
0.00
117.00
0.00
117.00
Follow up will be done


Robert Kiptanui Chumba
45,854.00
0.00
0.00
45,854.00
0.00
45,854.00
Follow up will be done


Ronald Kiprotich Korir
(1,593.00)
34,905.00
642.00
33,954.00
0.00
33,954.00
Current Sales


Boniface Mwendia Wangai
114.00
27,715.00
507.00
28,336.00
27,272.00
1,064.00
Follow up will be done


Jescah Khavakali Ndeche
14,755.00
0.00
0.00
14,755.00
0.00
14,755.00
Defaulter


Joseph Kimani
0.00
14,475.00
265.00
14,740.00
0.00
14,740.00
Current Sales


Kipcenta Mini Supermarket
3.00
1,500.00
0.00
1,503.00
1,500.00
3.00
Follow up will be done


Kipkaren Childrens Home
9,108.00
0.00
0.00
9,108.00
0.00
9,108.00
Follow up will be done


Obadia Kepkemei
30,659.00
0.00
0.00
30,659.00
30,404.00
255.00
Follow up will be done


St. Brigitta Girls Kipkaren
91,075.00
0.00
0.00
91,075.00
0.00
91,075.00
Pay using Cheque


One Time Customer-Eldoret
90,000.00
0.00
0.00
90,000.00
0.00
90,000.00
Follow up being made


Anne Baluti
1,360.00
0.00
0.00
1,360.00
1,200.00
160.00
Follow up being made


Brian Onyango Omollo
4,056.00
0.00
0.00
4,056.00
0.00
4,056.00
Defaulter


Elphas Soita Lunavi
12,435.00
12,225.00
225.00
24,885.00
12,450.00
12,435.00
Follow up being made


Fainos Swegenyi Onzere
14,593.00
0.00
0.00
14,593.00
14,420.00
173.00
Follow up being made


Hazinah Namaemba Ismael
(204.00)
2,985.00
55.00
2,836.00
0.00
2,836.00
Current Sales


Jacob Bunyasi Wambulwa
3,139.00
0.00
0.00
3,139.00
0.00
3,139.00
Defaulter


Naivas Limited - Kapsabet
0.00
61,951.52
0.00
61,951.52
0.00
61,951.52
Current Sales


Paul Chesilim
2,935.00
0.00
0.00
2,935.00
0.00
2,935.00
Follow up being made


Peter Migiro Nyasamba
16,501.00
0.00
0.00
16,501.00
0.00
16,501.00
Paid With wrong code-13,560


Reuben K. Meli
29,943.00
0.00
0.00
29,943.00
0.00
29,943.00
No Supply


Safari Fountain Enterprises
10,265.00
0.00
0.00
10,265.00
0.00
10,265.00
Current Sales


Diana Sandra Ouru
31.00
30,920.00
567.00
31,518.00
31,487.00
31.00
Follow up being made


Emmy Yebei
25.00
22,890.00
420.00
23,335.00
23,310.00
25.00
Follow up being made


Enock Ngome
2,406.00
25,800.00
472.00
28,678.00
0.00
28,678.00
Current Sales


Kevin Khayota
69.00
16,430.00
299.00
16,798.00
16,730.00
68.00
Follow up being made


Mautuma Boys High School
36,575.00
0.00
0.00
36,575.00
0.00
36,575.00
Follow up being made


Maxwell Ikavuli Asunga
9,405.00
0.00
0.00
9,405.00
0.00
9,405.00
Defaulter


Patrick Mukonyi Ngasi
(110.00)
60,710.00
1,112.00
61,712.00
0.00
61,712.00
Current Sales


Silas Anangwe Ongoro
4,977.00
0.00
0.00
4,977.00
0.00
4,977.00
Follow up being made


Susan Mudenyo
8,600.00
0.00
0.00
8,600.00
0.00
8,600.00
Follow up being made


Victor Kiprono Yego
1.00
26,715.00
490.00
27,206.00
27,205.00
1.00
Follow up being made


Wilson Kadenyi Mukuna
1,627.00
13,140.00
240.00
15,007.00
15,000.00
7.00
Follow up being made


Total Amount
967,459.72",Customers with debts exposes the company to risk of losing its revenue if they do not have security deposit to cover up for the outstanding balances.,None,,,A follow up should be made by sales rep to ensure customers with debt do pay and clear the outstanding balances,N/A,N/A,N/A
127307,Eldoret,N/A,N/A,2025-02-11,active,Packing Efficiency,medium,"Packing efficiency was calculated from 2 January 2025 to 11 February 2025.The aim was to determine if the packers hired were achieving the set packing efficiency of 97 crates per packer.      It was noted that the average packing efficiency was 91.61 crates per packer as illustrated below;

Details
Totals


KPI (A)
97


Loaves Produced
1,266,157.95


Add: 01.01.25 3 shift Loaves
12,394.00


Less: 11.02.25 3 shift Loaves
0.00


Total Loaves
1,278,551.95


Less: Production/Oven Damages & Deduction
3,283.25


Total Loaves to be Packed (B)
1,275,268.70


Packers Hired (C) (01-21.10.24)
928


Actual Packing Efficiency achieved D=(B/C/)15
91.61


Packers who were to be hired E=(B/A)/15
876


Extra (or Less) Packers hired F=C-E
52


Cost Implication (912*52)
47,424",Average packing efficiency was below the set target and this implies that packing cost was above the set budget hence an extra cost to the company,47424.0,,,Hiring of Packers shift wise should be guided by the number of bags produced in the prior shift. This will enable the branch to achieve set target,N/A,N/A,N/A
127307,Eldoret,N/A,N/A,2025-02-11,active,Generator Fuel Consumption Analysis,medium,"The generator consumption rate was reviewed from 1 to 14 February 2025 to establish and determine the consumption rate. For the period reviewed fuel consumption rate was 38.25L/hr, the generator had run for 2.85 hours and 109 litres of fuel were bought.·     Audit noted that the number of hours as per the generator odometer (engine hours) as at 14 February 2025 was 103hrs 56 minutes while the system was say the 2,807.22 hrs",By the system fiving different hours different from what the odometer was displaying implies that calibration was not done correctly.,None,,,A follow up with system providers should be done so that the system calibration is checked to ensure the information is matching with the one on the ground in terms of clock hours run,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Standard Yields.,medium,"Mixing chart yields were compared with SAP yields from 01/01/25 - 31/01/2025. Mixing chart yields (400g) - 497,839.5SAP yields                    (400g) - 497,829.5Variance:                       (400g) - 10loaves.- It was noted that set BOM yields were realized .",,None,,,+ Noted adherence to realization of set yields is encouraged in future.+ Realization of set yields ensures that revenue targets are achieved.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Mixing chart yield spot check,medium,+ A spot check on mixing charts on 12.02.25 (1st shift @6.45am) showed that actual yields were properly recorded on mixing charts and supervisors had verified and counter signed.,,None,,,+ Timely mixing chart recordings is commendable.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Mixing chart yield spot check,medium,+ A spot check on mixing charts on 12.02.25 (1st shift @6.45am) showed that actual yields were properly recorded on mixing charts and supervisors had verified and counter signed.,,None,,,+ Timely mixing chart recordings is commendable.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Stock Count,medium,"Physical stock was verified on 12/02/2025.The table below shows the summary of the stock findings

ITEM
BOOK STOCK
PHYSICAL STOCK
VARIATION


White ingredients 9Kgs
448
448
00


Brown bread ingredients 7kg
17
17
00


White Flour (50kg)
1,505.02
1,505
(0.02)


Brown Flour(50kg)
19
19
00


Vegetable Oil (Utto)-ltrs
103.379
102
(1.379)


Wheat Bran (kg)
51
44.2
(6.8)


Yeast - 125gms
498.021
498
(0.021)


Polybags
362,563
362,330
(233)


Finished product(400g)
10,977.75
10,950.75
(27)

·           The following were the stock findings;ü  Bread -     -27 loavesü  Cumulative variance in polybags was -233 piecesAll other materials had negligible variances.",,None,,,- Strong internal controls noted are commendable.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Raw/packing and finished goods register maintenance,medium,"+ Cross verification of foreman, manager, cash flow and SAP stock analysis from 01/01/25 - 31/01/25 showed that register balances matched.",,None,,,- matching of register balances and proper maintenance of registers is commendable and encouraged.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Stock count,medium,+ Physical stock verification on 12.02.25 showed minimal/insignificant variations.,,None,,,- Strong internal controls are commendable.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Dough weight analysis,medium,Dough weight variety sampled: 800CT white.Set dough dividing weight range: 912g - 916g.+  25pcs of dough weighed on 12.02.25 during 1st shift showed the following;Overweight = 3pcs (12%)Correct weight = 20pcs (80%)Underweight = 02pcs (08%)+ The above findings show compliance.,,None,,,+ Adherence to set dough dividing weights as observed is commendable.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Packed bread weight analysis.,medium,"+ Bread weights were sampled on 12/02/2025.+ Several underweight loaves were noted. + Below is the tabulated results.

Variety
Qty sampled
Over wt.
Std wt.
Under wt.


400g CT white
75
00
63
12


400g CT brown
75
05
62
08


600g CT white
75
00
66
09


800g CT W
75
07
54
14


Totals
300
12
245
43


Percentage
100%
04%
81.67%
14.33%



Variety
Overall Avg Wt. (g)
% over Wt.
% correct Wt.
% under  Wt.


400g CT white
393.87
00%
84%
16%


400g CT brown
400.37
6.66%
82.67%
10.66%


600g CT white
592.65
00%
88%
12%


800g CT W
794.97
9.33%
72%
18.67%",,None,,,+ Standard set dough dividing weights should be adhered to in order to ensure production of standard weight bread.,N/A,N/A,N/A
127658,Kisumu 3 (Feb-25),N/A,N/A,2025-02-14,active,Bread damage analysis,medium,"·          Production damage rate allowed is 0.2% of total production while market damage allowed is 0.5% of net sales.·          Both market and production damages were analyzed from 01/01/2025 - 31/01/2025.Bread damages were within the acceptable range.PRODUCTION DAMAGE ANALYSIS:·          Production damage rate is tabulated below.



01/01/25 - 31/01/25



Particulars
Quantity


A
Total bread yield (in 400g)
497,839.5


B
Production damages resulting
991.25


C
Production damage rate % B/A*100)
0.199


D
Production damage limit (A*0.2%)
996


E
Difference (C-B)
4.75

MARKET DAMAGE ANALYSIS:·          Market damage rate is tabulated below.



01/01/25 - 31/01/25



Particulars
Quantity


A
Total bread sold (in 400g)
442,174


B
Market damages resulting (400g)
1,093.75


C
Market damage rate %(B/A*100)
0.247


D
Market damage limit (A*0.5%)
2,211


E
Difference (D-B)
1,117.25",,None,,,+ Proper baking processes will ensure that damages are fully checked.,N/A,N/A,N/A
